Topic,Title,Abstract,KeyWords
Human Computer Interaction,Smart city as a smart service system: Human-computer interaction and smart city surveillance systems,"Smart city services, smart applications and smart devices form an ecosystem of tools and artifacts that challenge, and times even disrupt, conventions, norms, and rites of behavior, thus prompting diverse behavioral changes at the level of the individual, the group, and the society at large. In this view, smart city may be viewed as a – one of its kind – laboratory to query the complex human-computer relationship from a multi-dimensional perspective. By adopting this perspective, this paper queries the existing smart city surveillance systems to identify their key limitations and sources of frequently justified controversies. It is argued that to bypass these – first – the value of mesh-technology should be explored. It is also argued that – second – it is necessary not only to bring citizens back in the discussion on smart city, but also to highlight the mechanisms by means of which they might be involved in the co-design of smart city solutions and in urban decision-making. To bridge these two imperatives, smart city is conceptualized as a smart service system and, consequently, a wireless integrated mesh-technology enhanced (WIMTE) smart city surveillance system is elaborated.",Smart citySmart service systemsSurveillance systemsHuman-computer interactionMesh technologyCitizen behavior
Human Computer Interaction,A Systematic Review of Human–Computer Interaction and Explainable Artificial Intelligence in Healthcare With Artificial Intelligence Techniques,"Artificial intelligence (AI) is one of the emerging technologies. In recent decades, artificial intelligence (AI) has gained widespread acceptance in a variety of fields, including virtual support, healthcare, and security. Human-Computer Interaction (HCI) is a field that has been combining AI and human-computer engagement over the past several years in order to create an interactive intelligent system for user interaction. AI, in conjunction with HCI, is being used in a variety of fields by employing various algorithms and employing HCI to provide transparency to the user, allowing them to trust the machine. The comprehensive examination of both the areas of AI and HCI, as well as their subfields, has been explored in this work. The main goal of this article was to discover a point of intersection between the two fields. The understanding of Explainable Artificial Intelligence (XAI), which is a linking point of HCI and XAI, was gained through a literature review conducted in this research. The literature survey encompassed themes identified in the literature (such as XAI and its areas, major XAI aims, and XAI problems and challenges). The study’s other major focus was on the use of AI, HCI, and XAI in healthcare. The poll also addressed the shortcomings in XAI in healthcare, as well as the field’s future potential. As a result, the literature indicates that XAI in healthcare is still a novel subject that has to be explored more in the future.","Artificial intelligence, deep learning, explainable artificial intelligence, healthcare, human-computer interaction, human-centered design, machine learning, usability, user-centered design."
Human Computer Interaction,Embodied Human Computer Interaction,"In this paper, we argue that embodiment can play an important role in the design and modeling of systems developed for Human Computer Interaction. To this end, we describe a simulation platform for building Embodied Human Computer Interactions (EHCI). This system, VoxWorld, enables multimodal dialogue systems that communicate through language, gesture, action, facial expressions, and gaze tracking, in the context of task-oriented interactions. A multimodal simulation is an embodied 3D virtual realization of both the situational environment and the co-situated agents, as well as the most salient content denoted by communicative acts in a discourse. It is built on the modeling language VoxML (Pustejovsky and Krishnaswamy in VoxML: a visualization modeling language, proceedings of LREC, 2016), which encodes objects with rich semantic typing and action affordances, and actions themselves as multimodal programs, enabling contextually salient inferences and decisions in the environment. VoxWorld enables an embodied HCI by situating both human and artificial agents within the same virtual simulation environment, where they share perceptual and epistemic common ground. We discuss the formal and computational underpinnings of embodiment and common ground, how they interact and specify parameters of the interaction between humans and artificial agents, and demonstrate behaviors and types of interactions on different classes of artificial agents.",Multimodal embodiment · Simulation · Artifcial agent · Situated grounding
Human Computer Interaction,Data Comics for Reporting Controlled User Studies in Human-Computer Interaction,"Inspired by data comics, this paper introduces a novel format for reporting controlled studies in the domain of humancomputer interaction (HCI). While many studies in HCI follow similar steps in explaining hypotheses, laying out a study design, and reporting results, many of these decisions are buried in blocks of dense scientific text. We propose leveraging data comics as study reports to provide an open and glanceable view of studies by tightly integrating text and images, illustrating design decisions and key insights visually, resulting in visual narratives that can be compelling to non-scientists and researchers alike. Use cases of data comics study reports range from illustrations for non-scientific audiences to graphical abstracts, study summaries, technical talks, textbooks, teaching, blogs, supplementary submission material, and inclusion in scientific articles. This paper provides examples of data comics study reports alongside a graphical repertoire of examples, embedded in a framework of guidelines for creating comics reports which was iterated upon and evaluated through a series of collaborative design sessions.","Statistical communication, comics, scientific reports"
Human Computer Interaction,Knitted Ti3C2Tx MXene based fiber strain sensor for human-computer interaction.,"Fiber-based stretchable electronics with feasibility of weaving into textiles and advantages of light-weight, long-term stability, conformability and easy integration are highly desirable for wearable electronics to realize personalized medicine, artificial intelligence and human health monitoring. Herein, a fiber strain sensor is developed based on the Ti3C2Tx MXene wrapped by poly(vinylidenefluoride-co-trifluoroethylene) (P(VDF-TrFE)) polymer nanofibers prepared via electrostatic spinning. Owing to the good conductivity of Ti3C2Tx and unique 3D reticular structure with wave shape, the resistance of Ti3C2Tx@P(VDF-TrFE) polymer nanofibers changes under external force, thus providing remarkable strain inducted sensing performance. As-fabricated sensor exhibits high gauge factor (GF) of 108.8 in range of 45-66% strain, rapid response of 19 ms, and outstanding durability over 1600 stretching/releasing cycles. The strain sensor is able to monitor vigorous human motions (finger or wrist bending) and subtle physiological signals (blinking, pulse or voice recognition) in real-time. Moreover, a data glove is designed to connect different gestures and expressions to form an intelligent gesture-expression control system, further confirming the practicability of our Ti3C2Tx@P(VDF-TrFE) strain sensors in multifunctional wearable electronic devices.",Data glove; Fiber electronics; Human-computer interaction; MXene; Strain sensor.
Human Computer Interaction,A bibliometric study of human–computer interaction research activity in the Nordic-Baltic Eight countries,"Human–computer interaction (HCI) has become an important area for designers and developers worldwide, and research activities set in national cultural contexts addressing local challenges are often needed in industry and academia. This study explored HCI research in the Nordic-Baltic countries using bibliometric methods. The results show that the activity varies greatly across the region with activities dominated by Finland, Sweden, and Denmark, even when adjusting for diferences in population size and GDP. Research output variations were larger for the top-tier conferences compared to entry-tier conferences and journals. Locally hosted conferences were associated with local increases in research activity. HCI research longevity appears to be an indicator of research maturity and quantity. HCI researchers typically collaborated either with colleagues within the same institution or with researchers from countries outside the Nordic-Baltic region such as US and the UK. There was less collaboration between national and Nordic-Baltic partners. Collaboration appeared especially prevalent for top-tier conference papers. Top-tier conference papers were also more frequently cited than regional-tier and entry-tier conferences, yet journal articles were cited the most. One implication of this study is that the HCI research activity gaps across the Nordic-Baltic countries should be narrowed by increasing the activity in countries with low research outputs. To achieve this, frst-time authors could receive guidance through collaborations with experienced authors in the same institution or other labs around the world. More conferences could also be hosted locally. Furthermore, journals may be more efective than conferences if the goal is to accumulate citations.",HCI research · Bibliometrics · Scientometrics · Research output · Publications · Collaboration  Nordic-Baltic Eight countries
Human Computer Interaction,Evaluation in Human-Computer Interaction Beyond Lab Studies,"Many research contributions in human-computer interaction are based on user studies in the lab. However, lab studies are not always possible, and they may come with signifcant challenges and limitations. In this course, we take a broader look at diferent approaches to doing research. We present a set of evaluation methods and research contributions that do not rely on user studies in labs. The discussion focuses on research approaches, data collection methods, and tools that can be conducted without direct interaction between the researchers and the participants.","Evaluation Method, Remote Studies, Datasets"
Human Computer Interaction,Patient Emotion Recognition in Human Computer Interaction System Based on Machine Learning Method and Interactive Design Theory,"There are more and more human computer interaction systems (HCIS) in the medical field. Improving the service quality of HCIS and making them more intelligent is an inevitable trend in the future. Emotion recognition is of great significance for patients using HCIS. Some excellent HCIS not only satisfies the needs of patients, but also judges the emotional state of patients based on the results of emotional recognition, thereby providing more intimate medical services. Therefore, emotion recognition is crucial for HCIS. To effectively optimize the correct rate of emotion recognition, a novel emotion recognition framework based on machine learning is proposed. The core of the framework is to select the optimal classifier for different emotional data, and fuse the classification results of each classifier to get the global classification result. Experiments demonstrate that the proposed framework not only improves the accuracy of emotion recognition, but also improves the stability and reliability of the recognition results. The emotion recognition function based on the framework is applied to the HCIS design, so that the HCIS of the medical institution can better serve the patient during use, keep the patient happy, and improve the patient's happiness index and rehabilitation rate.", EMOTION RECOGNITION FRAMEWORK; HCIS; MACHINE LEARNING; PATIENTS
Human Computer Interaction,Simulation of English classroom effectiveness based on human-computer interaction and facial identification,"A variety of factors affect English classroom teaching, which prevents teachers from effectively grasping students’ learning status and learning situation. In particular, classroom management is more difficult during online teaching. In order to improve the effectiveness of English classroom teaching, based on the human-computer interaction algorithm and facial identification algorithm, this paper effectively recognizes the human-computer interaction process and classroom learning status of students in online teaching, and eliminates the image background according to the actual teaching needs. Moreover, by extracting and fusing the time sequence information and spatial information of the motion in the video, a spatiotemporal feature image capable of expressing a dynamic typical feature is obtained. In addition, this paper uses system algorithms to judge the status and feed back the identification results to the teacher’s teaching terminal equipment, which is convenient for timely teaching adjustment. Finally, this paper analyzes the effectiveness of the algorithm through simulation experiments. The research results show that the algorithm constructed in this paper has good performance.","Human-computer interaction, facial identification, English classroom, teaching simulation"
Human Computer Interaction,Research Trends of Human–Computer Interaction Studies in Construction Hazard Recognition: A Bibliometric Review,"Human–computer interaction, an interdisciplinary discipline, has become a frontier research topic in recent years. In the fourth industrial revolution, human–computer interaction has been increasingly applied to construction safety management, which has significantly promoted the progress of hazard recognition in the construction industry. However, limited scholars have yet systematically reviewed the development of human–computer interaction in construction hazard recognition. In this study, we analyzed 274 related papers published in ACM Digital Library, Web of Science, Google Scholar, and Scopus between 2000 and 2021 using bibliometric methods, systematically identified the research progress, key topics, and future research directions in this field, and proposed a research framework for human–computer interaction in construction hazard recognition (CHR-HCI). The results showed that, in the past 20 years, the application of human–computer interaction not only made significant contributions to the development of hazard recognition, but also generated a series of new research subjects, such as multimodal physiological data analysis in hazard recognition experiments, development of intuitive devices and sensors, and the human–computer interaction safety management platform based on big data. Future research modules include computer vision, computer simulation, virtual reality, and ergonomics. In this study, we drew a theoretical map reflecting the existing research results and the relationship between them, and provided suggestions for the future development of human–computer interaction in the field of hazard recognition from a practical perspective.",human-computer interaction; construction; hazard recognition; bibliometric review
Human Computer Interaction,Design and Implementation of Human-Computer Interaction Systems Based on Transfer Support Vector Machine and EEG Signal for Depression Patients’ Emotion Recognition,"At present, the demand for intelligentization of human-computer interaction systems (HCIS) has become increasingly prominent. Being able to recognize the emotions of users of interactive systems is a distinguishing feature of intelligent interactive systems. The intelligent HCIS can analyze the emotional changes of patients with depression, complete the interaction with the patients in a more appropriate manner, and the recognition results can assist family members or medical personnel to make response measures based on the patient’s emotional changes. Based on this background, this paper proposes a sentiment recognition method based on transfer support vector machines (TSVM) and EEG signals. The ER (ER) results based on this method are applied to HCIS. Such a HCIS is mainly used for the interaction of patients with depression. When a new field related to a certain field appears, if the new field data is relabeled, the sample is expensive, and it is very wasteful to discard all the old field data. The main innovation of this research is that the introduced classification model is TSVM. TSVM is a transfer learning strategy based on SVM. Transfer learning aims to solve related but different target domain problems by using a large amount of labeled source domain data. Therefore, the transfer support vector machine based on the transfer mechanism can use the small labeled data of the target domain and a large amount of old data in the related domain to build a high-quality classification model for the target domain, which can effectively improve the accuracy of classification. Comparing the classification results with other classification models, it can be concluded that TSVM can effectively improve the accuracy of ER in patients with depression. The HCIS based on the classification model has higher accuracy and better stability.", EEG Signals; ER; HCIS; Support Vector Machine; Transfer Learning
Human Computer Interaction,A Review of HumanComputer Interaction Design Approaches towards Information Systems Development,"Nowadays modern information systems (emerging technologies) are increasingly becoming an integral part of our daily lives and has begun to pose a serious challenge for human-computer interaction (HCI) professionals, as emerging technologies in the area of mobile and cloud computing, and internet of things (IoT), are calling for more devotion from HCI experts in terms of systems interface design. As the number of mobile platforms users, nowadays comprises of children’s, elderly people, and people with disabilities or disorders, all demanding for an effective user interface that can meet their diverse needs, even on the move, at anytime and anywhere. This paper, review current articles (43) related to HCI interface design approaches to modern information systems design with the aim of identifying and determining the effectiveness of these methods. The study found that the current HCI design approaches were based on desktop paradigm which falls short of providing location-based services to mobile platforms users. The study also discovered that almost all the current interface design standard used by HCI experts for the design of user’s interface were not effective & supportive of emerging technologies due to the flexibility nature of these technologies. Based on the review findings, the study suggested the combination of Human-centred design with agile methodologies for interface design, and call on future works to use qualitative or quantitative approach to further investigate HCI methods of interface design with much emphasis on cloud-based technologies and other organizational information systems.",HCI design approaches; Information systems Development; Emerging-technologies; Mobile platforms; Agile methodology; User interface
Human Computer Interaction,The College Students’ Oral English Education Strategy Using Human-Computer Interaction Simulation System From the Perspective of Educational Psychology,"The role of the human-computer interaction (HCI) system in college students' oral English learning is discussed to analyze the current situation of college students' oral English based on the HCI simulation system. The purpose is to study the oral education of college students. First, the theories of educational psychology, the HCI system, and the current situation of college students' oral English learning are elaborated. Meanwhile, in oral English teaching, teachers use support vector machines and multimodal fusion intention perception methods in set theory to realize the interactive teaching between students and machines; then, the HCI simulation of oral English is explained. The current situation of college students' oral English learning is analyzed by a questionnaire from the perspective of educational psychology. Finally, the HCI system in college students' oral English learning is explored based on the learning level detection. The results show that 12% of college students are unqualified in oral English; 25% of them think their oral English level is medium; most of college students' English learning anxiety is related to English progress anxiety; 18% of the students believe that they will study oral English for life; 32% of the students think that they have more opportunities to learn English at ordinary times; and most of the students learn English through English movies and songs outside of class. What attracts college students to learn oral English through the HCI system is that learning is not limited by time and space. Most students believe that their English level is good and hope that learning anxiety can be reduced through HCI systems. The strategies of college students' oral English education with an HCI simulation system are evaluated based on the perspective of educational psychology, providing a research basis for oral English education in other regions and even the whole country to facilitate the better development of oral English education.",educational psychology; educational strategy; human–computer interaction; oral English education; simulation.
Human Computer Interaction,Content based video retrieval system based on multimodal feature grouping by KFCM clustering algorithm to promote human–computer interaction,"Content Based Video Retrieval (CBVR) is so popular these days, because of the increased utilization of video based analytical systems. Video based analytics is quite efective than image analysis, as a series of actions are captured by the video. This ends up with better decision making ability. The CBVR systems play an important role in boosting the human–computer interaction. This paper presents a multimodal CBVR that takes both the visual and audio information into account for retrieving relevant videos to the user. Two modules are employed by this work to deal with video and audio data. The video data is processed to detect the signifcant frame from shots and is achieved by Lion Optimization Algorithm (LOA). The features are extracted from the visual data and with respect to the audio data, MHEC and LPCC features are extracted. The extracted features are clustered by Kernelized Fuzzy C Mean (KFCM) algorithm. Finally, the feature database is formed and is utilized in the query matching process during the testing phase. The performance of the proposed work is tested in terms of precision, recall, F-measure and time consumption rates. The proposed CBVR system proves better performance than the existing approaches and is evident through attained results.",Human–computer interaction · Content based video retrieval (CBVR) · Video analysis · Feature extraction · Signifcant frame detection
Software Engineering,Towards Accountability for Machine Learning Datasets: Practices from Software Engineering and Infrastructure,"Datasets that power machine learning are often used, shared, and reused with little visibility into the processes of deliberation that led to their creation. As artificial intelligence systems are increasingly used in high-stakes tasks, system development and deployment practices must be adapted to address the very real consequences of how model development data is constructed and used in practice. This includes greater transparency about data, and accountability for decisions made when developing it. In this paper, we introduce a rigorous framework for dataset development transparency that supports decision-making and accountability. The framework uses the cyclical, infrastructural and engineering nature of dataset development to draw on best practices from the software development lifecycle. Each stage of the data development lifecycle yields documents that facilitate improved communication and decisionmaking, as well as drawing attention to the value and necessity of careful data work. The proposed framework makes visible the often overlooked work and decisions that go into dataset creation, a critical step in closing the accountability gap in artificial intelligence and a critical/necessary resource aligned with recent work on auditing processes.","datasets, requirements engineering, machine learning , software engineering"
Software Engineering,App Store Effects on Software Engineering Practices,"In this paper, we study the app store as a phenomenon from the developers’ perspective to investigate the extent to which app stores affect software engineering tasks. Through developer interviews and questionnaires, we uncover findings that highlight and quantify the effects of three high-level app store themes: bridging the gap between developers and users, increasing market transparency and affecting mobile release management. Our findings have implications for testing, requirements engineering and mining software repositories research fields. These findings can help guide future research in supporting mobile app developers through a deeper understanding of the app store-developer interaction.","Empirical software engineering, mobile app development, app store analysis"
Software Engineering,Bayesian Data Analysis in Empirical Software Engineering Research,"—Statistics comes in two main flavors: frequentist and Bayesian. For historical and technical reasons, frequentist statistics have traditionally dominated empirical data analysis, and certainly remain prevalent in empirical software engineering. This situation is unfortunate because frequentist statistics suffer from a number of shortcomings—such as lack of flexibility and results that are unintuitive and hard to interpret—that curtail their effectiveness when dealing with the heterogeneous data that is increasingly available for empirical analysis of software engineering practice. In this paper, we pinpoint these shortcomings, and present Bayesian data analysis techniques that provide tangible benefits—as they can provide clearer results that are simultaneously robust and nuanced. After a short, high-level introduction to the basic tools of Bayesian statistics, we present the reanalysis of two empirical studies on the effectiveness of automatically generated tests and the performance of programming languages. By contrasting the original frequentist analyses with our new Bayesian analyses, we demonstrate the concrete advantages of the latter. To conclude we advocate a more prominent role for Bayesian statistical techniques in empirical software engineering research and practice.","Bayesian data analysis, statistical analysis, statistical hypothesis testing, empirical software engineering"
Software Engineering,"A Progression Model of Software Engineering Goals, Challenges, and Practices in Start-Ups","Context: Software start-ups are emerging as suppliers of innovation and software-intensive products. However, traditional software engineering practices are not evaluated in the context, nor adopted to goals and challenges of start-ups. As a result, there is insufficient support for software engineering in the start-up context. Objective: We aim to collect data related to engineering goals, challenges, and practices in start-up companies to ascertain trends and patterns characterizing engineering work in start-ups. Such data allows researchers to understand better how goals and challenges are related to practices. This understanding can then inform future studies aimed at designing solutions addressing those goals and challenges. Besides, these trends and patterns can be useful for practitioners to make more informed decisions in their engineering practice. Method: We use a case survey method to gather firsthand, in-depth experiences from a large sample of software start-ups. We use open coding and cross-case analysis to describe and identify patterns, and corroborate the findings with statistical analysis. Results: We analyze 84 start-up cases and identify 16 goals, 9 challenges, and 16 engineering practices that are common among start-ups. We have mapped these goals, challenges, and practices to start-up life-cycle stages (inception, stabilization, growth, and maturity). Thus, creating the progression model guiding software engineering efforts in start-ups. Conclusions: We conclude that start-ups to a large extent face the same challenges and use the same practices as established companies. However, the primary software engineering challenge in start-ups is to evolve multiple process areas at once, with a little margin for serious errors.","Software start-up, software engineering practices, progression model"
Software Engineering,Toward a Quantum Software Engineering,"Nowadays, we are at the dawn of a new age, the quantum era. Quantum computing is no longer a dream; it is a reality that needs to be adopted. But this new technology is taking its first steps, so we still do not have models, standards, or methods to help us in the creation of new systems and the migration of current ones. Given the current state of quantum computing, we need to go back to the path software engineering took in the last century to achieve the new golden age for quantum software engineering.",quantum computing software engineering golden age technology 
Software Engineering,Exploring the intersection between software industry and Software Engineering education - A systematic mapping of Software Engineering Trends,"Context: Software has become ubiquitous in every corner of modern societies. During the last five decades, software engineering has also changed significantly to advance the development of various types and scales of software products. In this context, Software Engineering Education plays an important role in keeping students updated with software technologies, processes, and practices that are popular in industries. Objective: We investigate from literature the extent Software Engineering Education addresses major Software Engineering Trends in the academic setting. Method: We conducted a systematic mapping study about teaching major Software Engineering Trends in project courses. We classified 126 papers based on their investigated Software Engineering Trends, specifically Software Engineering processes and practices, teaching approaches, and the evolution of Software Engineering Trends over time. Results: We reveal that Agile Software Development is the major trend. The other Trends, i.e., Software Implementation, Usability and Value, Global Software Engineering, and Lean Software Startup, are relatively small in the academic setting, but continuously growing in the last five years. System of Systems is the least investigated among all Trends. Conclusions: The study points out the possible gaps between Software Industry and Education, which implies actionable insights for researchers, educators, and practitioners.",Software industry Software Engineering Education Software Engineering Trends Industry education intersection Systematic mapping study
Software Engineering,A Software Engineering Perspective on Engineering Machine Learning Systems: State of the Art and Challenges,"Context: Advancements in machine learning (ML) lead to a shift from the traditional view of software development, where algorithms are hard-coded by humans, to ML systems materialized through learning from data. Therefore, we need to revisit our ways of developing software systems and consider the particularities required by these new types of systems. Objective: The purpose of this study is to systematically identify, analyze, summarize, and synthesize the current state of software engineering (SE) research for engineering ML systems. Method: I performed a systematic literature review (SLR). I systematically selected a pool of 141 studies from SE venues and then conducted a quantitative and qualitative analysis using the data extracted from these studies. Results: The non-deterministic nature of ML systems complicates all SE aspects of engineering ML systems. Despite increasing interest from 2018 onwards, the results reveal that none of the SE aspects have a mature set of tools and techniques. Testing is by far the most popular area among researchers. Even for testing ML systems, engineers have only some tool prototypes and solution proposals with weak experimental proof. Many of the challenges of ML systems engineering were identified through surveys and interviews. Researchers should conduct experiments and case studies, ideally in industrial environments, to further understand these challenges and propose solutions. Conclusion: The results may benefit (1) practitioners in foreseeing the challenges of ML systems engineering; (2) researchers and academicians in identifying potential research questions; and (3) educators in designing or updating SE courses to cover ML systems engineering.",Software engineering; software development; software process; machine learning; deep learning; systematic literature review
Software Engineering,A Case for Human Values in Software Engineering,"This article argues that human values—such as responsibility, transparency, creativity, and equality—are heavily underrepresented in software engineering methods. Using experience with projects involving notfor-prot organizations, we explored how human values can be integrated into existing participatory agile practices.",transparency creativity software engineering 
Software Engineering,SEthesaurus: WordNet in Software Engineering,"Informal discussions on social platforms (e.g., Stack Overflow, CodeProject) have accumulated a large body of programming knowledge in the form of natural language text. Natural language process (NLP) techniques can be utilized to harvest this knowledge base for software engineering tasks. However, consistent vocabulary for a concept is essential to make an effective use of these NLP techniques. Unfortunately, the same concepts are often intentionally or accidentally mentioned in many different morphological forms (such as abbreviations, synonyms and misspellings) in informal discussions. Existing techniques to deal with such morphological forms are either designed for general English or mainly resort to domain-specific lexical rules. A thesaurus, which contains software-specific terms and commonly-used morphological forms, is desirable to perform normalization for software engineering text. However, constructing this thesaurus in a manual way is a challenge task. In this paper, we propose an automatic unsupervised approach to build such a thesaurus. In particular, we first identify software-specific terms by utilizing a software-specific corpus (e.g., Stack Overflow) and a general corpus (e.g., Wikipedia). Then we infer morphological forms of software-specific terms by combining distributed word semantics, domain-specific lexical rules and transformations. Finally, we perform graph analysis on morphological relations. We evaluate the coverage and accuracy of our constructed thesaurus against community-cumulated lists of software-specific terms, abbreviations and synonyms. We also manually examine the correctness of the identified abbreviations and synonyms in our thesaurus. We demonstrate the usefulness of our constructed thesaurus by developing three applications and also verify the generality of our approach in constructing thesauruses from data sources in other domains.","Software-specific thesaurus, natural language processing, morphological form, word embedding"
Software Engineering,An assessment of student satisfaction with e-learning: An empirical study with computer and software engineering undergraduate students in Turkey under pandemic conditions,"As COVID-19 reached Turkey in March 2020, all universities switched to e-learning in a very short period. Computer and software engineering (CE/SE) undergraduate students studying at university campuses have switched to e-learning. This paper seeks to understand the e-learning experience of CE/SE undergraduate students. A questionnaire was created and applied to CE/SE undergraduate students in Turkish universities. The data were analyzed using quantitative and qualitative techniques. The questionnaire received 290 usable responses. The highlights from the findings include: the participants (1) used video recordings intensively for e-learning and found them useful; (2) found face-to-face lectures more beneficial compared to digital live lectures; (3) used external online resources to improve their learning performance in courses; (4) thought that the materials and methods utilized for assessment should be adapted to e-learning for a better and fair evaluation; (5) perceived significantly less instructor support and classmate interaction and collaboration in e-learning compared to on-campus education settings; (6) rated their perceived satisfaction from e-learning as 2.85, slightly under the mid-level of the 5-point Likert scale; (7) perceived instructor support, student interaction and collaboration, and student autonomy as noteworthy factors in high-quality e-learning.",COVID-19; Computer engineering education; E-learning; Empirical study; On-campus education; Pandemic; Software engineering education.
Software Engineering,A Survey on Deep Learning for Software Engineering,"In 2006, Geoffrey Hinton proposed the concept of training “Deep Neural Networks (DNNs)” and an improved model training method to break the bottleneck of neural network development. More recently, the introduction of AlphaGo in 2016 demonstrated the powerful learning ability of deep learning and its enormous potential. Deep learning has been increasingly used to develop state-of-the-art software engineering (SE) research tools due to its ability to boost performance for various SE tasks. There are many factors, e.g., deep learning model selection, internal structure differences, and model optimization techniques, that may have an impact on the performance of DNNs applied in SE. Few works to date focus on summarizing, classifying, and analyzing the application of deep learning techniques in SE. To fill this gap, we performed a survey to analyze the relevant studies published since 2006. We first provide an example to illustrate how deep learning techniques are used in SE. We then conduct a background analysis (BA) of primary studies and present four research questions to describe the trend of DNNs used in SE (BA), summarize and classify different deep learning techniques (RQ1), and analyze the data processing including data collection, data classification, data pre-processing, and data representation (RQ2). In RQ3, we depicted a range of key research topics using DNNs and investigated the relationships between DL-based model adoption and multiple factors (i.e., DL architectures, task types, problem types, and data types). We also summarized commonly used datasets for different SE tasks. In RQ4, we summarized the widely used optimization algorithms and provided important evaluation metrics for different problem types, including regression, classification, recommendation, and generation. Based on our findings, we present a set of current challenges remaining to be investigated and outline a proposed research road map highlighting key opportunities for future work.","Deep learning, neural network, machine learning, software engineering, survey"
Software Engineering,Initiatives and Challenges of Using Gamification in Software Engineering: A Systematic Mapping,"Context: Gamification is an emerging subject that has been applied in different areas, bringing contributions to different types of activities. Objective: This paper aims to characterize how gamification has been adopted in non-educational contexts of software engineering (SE) activities. Method: We performed a Systematic Mapping of the literature obtained from relevant databases of the area. The searches retrieved 2640 studies (published up to January 2020), of which 548 were duplicates, 82 were selected after applying the inclusion and exclusion criteria, and 21 were included via the backward snowballing technique, thus reaching a total of 103 studies to be analyzed. Results: Gamification provided benefits to activities like requirements specification, development, testing, project management, and support process. There is evidence of gamified support to some CMMI 2.0 Practice Areas. The most commonly used gamification elements are points and leaderboards. The main benefit achieved is the increased engagement and motivation to perform tasks. Conclusion: The number of publications and new research initiatives have increased over the years and, from the original authors’ reports, many positive results were achieved in SE activities. Despite this, gamification can still be explored for many SE tasks; for the addressed ones, empirical evidence is very limited.","Gamification, Software Engineering, Systematic Literature Mapping"
Software Engineering,Accessibility and Software Engineering Processes: A Systematic Literature Review,"Guidelines, techniques, and methods have been presented in the literature in recent years to contribute to the development of accessible software and to promote digital inclusion. Considering that software product quality depends on the quality of the development process, researchers have investigated how to include accessibility during the software development process in order to obtain accessible software. Two Systematic Literature Reviews (SLR) have been conducted in the past to identify such research initiatives. This paper presents a new SLR, considering the period from 2011 to 2019. The review of 94 primary studies showed the distribution of publications on different phases of the software life cycle, mainly the design and testing phases. The study also identified, for the first time, papers about accessibility and software process establishment. This result reinforces that, in fact, accessibility is not characterized as a property of the final software only. Instead, it evolves over the software life cycle. Besides, this study aims to provide designers and developers with an updated view of methods, tools, and other assets that contribute to process enrichment, valuing accessibility, as well as shows the gaps and challenges which deserve to be investigated.",AccessibilitySoftware Engineering Systematic Literature Review Design for disabilities Methods for accessibility
Software Engineering,Quality Assessment in Systematic Literature Reviews: A Software Engineering Perspective,"Context: Quality Assessment (QA) of reviewed literature is paramount to a Systematic Literature Review (SLR) as the quality of conclusions completely depends on the quality of selected literature. A number of researchers in Software Engineering (SE) have developed a variety of QA instruments and also reported their challenges. We previously conducted a tertiary study on SLRs with QA from 2004 to 2013, and reported the findings in 2015.  Objective: With the widespread use of SLRs in SE and the increasing adoption of QA in these SLRs in recent years, it is necessary to empirically investigate whether the previous conclusions are still valid and whether there are new insights to the subject in question using a larger and a more up-to-date SLR set. More importantly, we aim to depict a clear picture of QA used in SLRs in SE by aggregating and distilling good practices, including the commonly used QA instruments as well as the major roles and aspects of QA in research.  Method: An extended tertiary study was conducted with the newly collected SLRs from 2014 to 2018 and the original SLRs from 2004 to 2013 to systematically review the QA used by SLRs in SE during the 15-year period from 2004 to 2018. In addition, this extended study also compared and contrasted the findings of the previous study conducted in 2015.  Results: A total of 241 SLRs between 2004 and 2018 were included, from which we identified a number of QA instruments. These instruments are generally designed to focus on the rationality of study design, the rigor of study execution and analysis, and the credibility and contribution of study findings and conclusions, with the emphasis largely placed on its rigor. The quality data is mainly used for literature selection or as evidence to support conclusions.  Conclusions: QA has received much attention in SE in more recent years and the improvement is evident since the last study in 2015. New findings show that the aims are more concise, the instruments are more diverse and rigorous, and the criteria are more thoughtful.",Quality assessment Systematic (literature) review Tertiary study Empirical software engineering Evidence-based software engineering
Software Engineering,The Four Pillars of Research Software Engineering,"Building software that can support the huge growth in data and computation required by modern research needs individuals with increasingly specialist skill sets that take time to develop and maintain. The Research Software Engineering movement, which started in the UK and has been built up over recent years, aims to recognise and support these individuals. Why does research software matter to professional software development practitioners outside the research community? Research software can have great impact on the wider world and recent progress means the area can now be considered as a more realistic option for a professional software development career. In this article we present a structure, along with supporting evidence of real-world activities, that defines four elements that we believe are key to providing comprehensive and sustainable support for Research Software Engi- neering. We also highlight ways that the wider developer community can learn from, and engage with, these activities.",software engineering data computation develop
